id,start_date,motion:title,motion:legislative_session
62-749,2015-04-28,DECRETO POR EL QUE SE ADICIONA EL ARTÍCULO 64 DE LA LEY GENERAL DE PESCA Y ACUACULTURA SUSTENTABLE (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Tercer Año
62-461,2014-03-19,"DECRETO POR EL QUE SE REFORMAN LOS ARTÍCULOS 17, 45 Y 84 DE LA LEY GENERAL DE CAMBIO CLIMÁTICO (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Segundo Año
62-192,2013-04-11,"DECRETO QUE REFORMA Y ADICIONA LOS ARTICULOS 7, 9, 10, 11 Y 14 DE LA LEY PARA EL DESARROLLO DE LA COMPETITIVIDAD DE LA MICRO, PEQUEÑA Y MEDIANA EMPRESA (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Primer Año
62-365,2013-11-13,"PRESUPUESTO DE EGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL 2014 (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS, CON LAS MODIFICACIONES ACEPTADAS)",Primer Período de Sesiones Ordinarias del Segundo Año
62-364,2013-11-13,"DECRETO QUE REFORMA LOS ARTICULOS 7, 11 Y 19 DE LA LEY GENERAL DE LA INFRAESTRUCTURA FISICA EDUCATIVA, EN MATERIA DE BEBEDEROS ESCOLARES (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Segundo Año
62-361,2013-11-12,DECRETO QUE REFORMA LOS ARTICULOS 157 Y 158 DEL REGLAMENTO DE LA CAMARA DE DIPUTADOS (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año
62-360,2013-11-12,DECRETO QUE REFORMA EL NUMERAL 3 DEL ARTICULO 39 DE LA LEY ORGÁNICA DEL CONGRESO GENERAL DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año
62-363,2013-11-12,"DECRETO QUE REFORMA EL ARTÍCULO 22 DE LA LEY PARA LA PROTECCIÓN DE LOS DERECHOS DE NIÑAS, NIÑOS Y ADOLESCENTES Y SE ADICIONA UNA FRACCIÓN XIII BIS AL ARTÍCULO 33 DE LA LEY GRAL DE EDUCACIÓN, EN MATERIA DE ADECUACIÓN DE FORMATOS Y DOCUMENTO PARA EVITAR LA DISCRIMINACIÓN (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Segundo Año
62-362,2013-11-12,DECRETO QUE REFORMA LOS ARTICULOS 22 Y 25 DE LA LEY GENERAL DEL SISTEMA NACIONAL DE SEGURIDAD PUBLICA Y EL ARTICULO 17 DE LA POLICIA FEDERAL (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año
62-25,2012-11-08,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DEL TRABAJO (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS)",Primer Período de Sesiones Ordinarias del Primer Año
62-27,2012-11-08,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DEL TRABAJO (EN LO PARTICULAR ARTÍCULO 373 RESERVADO, EN SUS TÉRMINOS)",Primer Período de Sesiones Ordinarias del Primer Año
62-26,2012-11-08,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DEL TRABAJO (EN LO PARTICULAR ARTÍCULO 371 RESERVADO, EN SUS TÉRMINOS)",Primer Período de Sesiones Ordinarias del Primer Año
62-21,2012-10-25,"DECRETO QUE REFORMA Y ADICIONA LA LEY GENERAL DE CONTABILIDAD GUBERNAMENTAL (EN LO PARTICULAR LOS ARTICULOS 69 ,73 Y IV TRANSITORIO RESERVADOS EN SUS TERMINOS Y 8 Y 9  CON LAS MODIFICACIONES ACEPTADAS)",Primer Período de Sesiones Ordinarias del Primer Año
62-20,2012-10-25,DECRETO QUE REFORMA Y ADICIONA LA LEY GENERAL DE CONTABILIDAD GUBERNAMENTAL (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS),Primer Período de Sesiones Ordinarias del Primer Año
62-495,2014-04-23,"DECRETO QUE REFORMA EL TERCER PARRAFO DEL ARTICULO 25 DE LA LEY DE CAMINOS, PUENTES Y AUTOTRANSPORTE FEDERAL (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Segundo Año
62-474,2014-04-01,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES Y UN CAPITULO A LA LEY GENERAL DE ASENTAMIENTOS HUMANOS, PARA PREVENIR RIESGOS EN LOS ASENTAMIENTOS HUMANOS (EN LO PARTICULAR, LOS ARTICULOS RESERVADOS EN SUS TERMINOS)",Segundo Período de Sesiones Ordinarias del Segundo Año
62-28,2012-11-08,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DEL TRABAJO (EN LO PART. LA ADICION DE LOS ART. 388 BIS Y 390 SI SE ADMITEN A DISCUSION )",Primer Período de Sesiones Ordinarias del Primer Año
62-541,2014-07-28,"DECRETO POR EL QUE SE EXPIDEN LA LEY DE PETRÓLEOS MEXICANOS Y LA LEY DE LA COMISIÓN FEDERAL DE ELECTRICIDAD, Y SE REFORMAN Y DEROGAN DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE LAS ENTIDADES PARAESTATALES; LA LEY DE ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS DEL SECTOR PÚBLICO, Y LA LEY DE OBRAS PÚBLICAS Y SERVICIOS RELACIONADOS CON LAS MISMAS (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS)",Cuarto Periodo de Sesiones Extraordinario del Segundo Receso del Segundo Año
62-613,2014-11-11,DECRETO QUE REFORMA EL ARTICULO 91 DE LA LEY GENERAL DE CULTURA FISICA Y DEPORTE (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
62-540,2014-07-28,DECRETO POR EL QUE SE EXPIDEN LA LEY DE LA INDUSTRIA ELÉCTRICA Y LA LEY DE ENERGÍA GEOTÉRMICA Y SE ADICIONAN Y REFORMAN DIVERSAS DISPOSICIONES DE LA LEY DE AGUAS NACIONALES (EN LO PARTICULAR LOS ARTÍCULOS RESERVADOS EN SUS TÉRMINOS DEL TEMA AGUAS NACIONALES),Cuarto Periodo de Sesiones Extraordinario del Segundo Receso del Segundo Año
62-543,2014-07-28,"DECRETO POR EL QUE SE EXPIDEN LA LEY DE PETRÓLEOS MEXICANOS Y LA LEY DE LA COMISIÓN FEDERAL DE ELECTRICIDAD, Y SE REFORMAN Y DEROGAN DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE LAS ENTIDADES PARAESTATALES; LA LEY DE ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS DEL SECTOR PÚBLICO, Y LA LEY DE OBRAS PÚBLICAS Y SERVICIOS RELACIONADOS CON LAS MISMAS (EN LO PART. LOS ARTICULOS RESERVADOS EN SUS TERMINOS DEL TEMA REGIMEN DE RESPONSABILIDADES YCOMBATE A LA CORRUPCION Y LOS ARTS. 76 DE LA LEY DE PEMEX Y 78 DE LA LEY DE LA CFE, CON LAS MODIFICACIONES ACEPTADAS)",Cuarto Periodo de Sesiones Extraordinario del Segundo Receso del Segundo Año
62-542,2014-07-28,"DECRETO POR EL QUE SE EXPIDEN LA LEY DE PETRÓLEOS MEXICANOS Y LA LEY DE LA COMISIÓN FEDERAL DE ELECTRICIDAD, Y SE REFORMAN Y DEROGAN DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE LAS ENTIDADES PARAESTATALES; LA LEY DE ADQUISICIONES, ARRENDAMIENTOS Y SERVICIOS DEL SECTOR PÚBLICO, Y LA LEY DE OBRAS PÚBLICAS Y SERVICIOS RELACIONADOS CON LAS MISMAS (EN LO PARTICULAR LOS ARTICULOS RESERVADOS EN SUS TERMINOS DEL TEMA PASIVO LABORAL)",Cuarto Periodo de Sesiones Extraordinario del Segundo Receso del Segundo Año
62-118,2013-02-28,DECRETO QUE EXPIDE LA LEY DE INSTITUCIONES DE SEGUROS Y FIANZAS Y SE REFORMAN Y ADICIONAN DIVERSAS DISPOSICIONES DE LA LEY SOBRE EL CONTRATO DE SEGURO (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Primer Año
62-116,2013-02-26,"DECRETO QUE REFORMA Y ADICIONA LOS ARTICULOS 61, 64 Y 79 DE LA LEY GENERAL DE SALUD, EN MATERIA DE PROFESIONALIZACION DE PARTERAS (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Primer Año
62-545,2014-07-28,"DECRETO POR EL QUE SE EXPIDE LA LEY DE LOS ORGANOS REGULADORES COORDINADOS EN MATERIA ENERGETICA, SE REFORMAN DIVERSAS DISPOSICIONES DE LA LEY ORGANICA DE LA ADMINISTRACION PUBLICA FEDERAL Y SE EXPIDE LA LEY DE LA AGENCIA NACIONAL DE SEGURIDAD INDUSTRIAL Y DE PROTECCION AL MEDIO AMBIENTE DEL SECTOR HIDROCARBUROS (EN LO GRAL. Y EN LO PART. LOS ARTICULOS NO RESERVADOS)",Cuarto Periodo de Sesiones Extraordinario del Segundo Receso del Segundo Año
62-114,2013-02-26,DECRETO QUE ADICIONA UN SEGUNDO PARRAFO AL ARTICULO 41 DE LA LEY GENERAL DE TURISMO (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Primer Año
62-115,2013-02-26,"DECRETO QUE REFORMA LOS ARTICULOS 2, 3, 3 BIS Y 4, FRACCION I DE LA LEY DEL INSTITUTO MEXICANO DE LA JUVENTUD (EN LO GENERAL Y EN LO PARTICULAR CON LAS MODIFICACIONES ACEPTADAS)",Segundo Período de Sesiones Ordinarias del Primer Año
62-112,2013-02-26,"DECRETO POR EL QUE SE REFORMAN Y ADICIONAN DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE SALUD, EN MATERIA DE BANCOS DE SANGRE (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Primer Año
62-113,2013-02-26,DECRETO QUE REFORMA LAS FRACCIONES I Y III DEL ARTICULO 245 DE LA LEY GENERAL DE SALUD (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Primer Año
62-110,2013-02-21,DECRETO QUE ADICIONA UN ULTIMO PARRAFO AL ARTICULO 81 DE LA LEY ORGANICA DEL PODER JUDICIAL DE LA FEDERACION (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Primer Año
62-111,2013-02-21,"DECRETO QUE ADICIONA DIVERSAS DISPOSICIONES A LOS ARTICULOS 4 Y 12 DE LA LEY GENERAL PARA EL DESARROLLO DE LA COMPETITIVIDAD DE LA MICRO, PEQUEÑA Y MEDIANA EMPRESA (EN LO GRAL Y EN LO PART.)",Segundo Período de Sesiones Ordinarias del Primer Año
62-181,2013-04-03,DECRETO QUE REFORMA EL ARTICULO 47 BIS DE LA LEY GENERAL DEL EQUILIBRIO ECOLOGICO Y LA PROTECCION AL AMBIENTE (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Primer Año
62-180,2013-04-03,DECRETO QUE ADICIONA UN ARTICULO 17 TER A LA LEY GENERAL DE EQUILIBRIO ECOLOGICO Y LA PROTECCION AL AMBIENTE (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Primer Año
62-92,2013-02-12,"PROYECTO DE DECRETO QUE EXPIDE LA LEY DE AMPARO, REGLAMENTARIA DE LOS ARTÍCULOS 103 Y 107 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS; Y DE REFORMAS Y ADICIONES A LAS LEYES ORGÁNICA DEL PODER JUDICIAL DE LA FEDERACIÓN; REGLAMENTARIA DE LAS FRACCIONES I Y II DEL ARTÍCULO 105 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS; ORGÁNICA DE LA ADMINISTRACIÓN PÚBLICA FEDERAL; ORGÁNICA DEL CONGRESO GENERAL DE LOS ESTADOS UNIDOS MEXICANOS, Y ORGÁNICA DE LA PROCURADURÍA GENERAL DE LA REPÚBLICA. (EN LO PARTICULAR, EL ART. 129 CON EXCEPCION DE LA FRACCIÓN XIII)",Segundo Período de Sesiones Ordinarias del Primer Año
62-93,2013-02-12,"PROYECTO DE DECRETO QUE EXPIDE LA LEY DE AMPARO, REGLAMENTARIA DE LOS ARTÍCULOS 103 Y 107 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS; Y DE REFORMAS Y ADICIONES A LAS LEYES ORGÁNICA DEL PODER JUDICIAL DE LA FEDERACIÓN; REGLAMENTARIA DE LAS FRACCIONES I Y II DEL ARTÍCULO 105 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS; ORGÁNICA DE LA ADMINISTRACIÓN PÚBLICA FEDERAL; ORGÁNICA DEL CONGRESO GENERAL DE LOS ESTADOS UNIDOS MEXICANOS, Y ORGÁNICA DE LA PROCURADURÍA GENERAL DE LA REPÚBLICA. (EN LO EN LO PARTICULAR, EL ART. 129 FRACCION XIII)",Segundo Período de Sesiones Ordinarias del Primer Año
62-94,2013-02-12,"PROYECTO DE DECRETO QUE EXPIDE LA LEY DE AMPARO, REGLAMENTARIA DE LOS ARTÍCULOS 103 Y 107 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS; Y DE REFORMAS Y ADICIONES A LAS LEYES ORGÁNICA DEL PODER JUDICIAL DE LA FEDERACIÓN; REGLAMENTARIA DE LAS FRACCIONES I Y II DEL ARTÍCULO 105 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS; ORGÁNICA DE LA ADMINISTRACIÓN PÚBLICA FEDERAL; ORGÁNICA DEL CONGRESO GENERAL DE LOS ESTADOS UNIDOS MEXICANOS, Y ORGÁNICA DE LA PROCURADURÍA GENERAL DE LA REPÚBLICA. (EN LO EN LO PARTICULAR, LOS ARTS. 135, 166, 173, 174, 192, 198, 217 Y 231 RESERVADOS EN SUS TERMINOS)",Segundo Período de Sesiones Ordinarias del Primer Año
62-183,2013-04-03,DECRETO QUE REFORMA EL ARTICULO 132 DE LA LEY GENERAL DEL EQUILIBRIO ECOLOGICO Y LA PROTECCION AL AMBIENTE (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Primer Año
62-96,2013-02-14,DECRETO QUE REFORMA EL ARTICULO 2 DE LA LEY PARA EL APROVECHAMIENTO SUSTENTABLE DE LA ENERGIA (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Primer Año
62-97,2013-02-14,"DECRETO QUE ADICIONA UNA FRACCION VII, RECORRIENDOSE LA ACTUAL EN SU ORDEN, AL ARTICULO 6 DE LA LEY PARA EL APROVECHAMIENTO DE ENERGIA RENOVABLES Y EL FINANCIAMIENTO DE LA TRANSICION ENERGETICA (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Primer Año
62-98,2013-02-14,DECRETO QUE ADICIONA UNA FRACCION VI AL ARTICULO 19 DE LA LEY GENERAL DE DESARROLLO SOCIAL (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Primer Año
62-99,2013-02-14,DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE DESARROLLO SOCIAL (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Primer Año
62-546,2014-07-28,"DECRETO POR EL QUE SE EXPIDE LA LEY DE LOS ORGANOS REGULADORES COORDINADOS EN MATERIA ENERGETICA, SE REFORMAN DIVERSAS DISPOSICIONES DE LA LEY ORGANICA DE LA ADMINISTRACION PUBLICA FEDERAL Y SE EXPIDE LA LEY DE LA AGENCIA NACIONAL DE SEGURIDAD INDUSTRIAL Y DE PROTECCION AL MEDIO AMBIENTE DEL SECTOR HIDROCARBUROS (EN LO PART. LOS ARTS. RESERVADOS EN SUS TERMINOS DEL TEMA ORGANOS REGULADORES DEBILES)",Cuarto Periodo de Sesiones Extraordinario del Segundo Receso del Segundo Año
62-468,2014-03-27,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIV. DISP. DE LA LEY QUE CREA EL FIDEICOMISO QUE ADMINISTRARÁ EL FONDO PARA EL FORTALECIMIENTO DE SOC. Y COOP. DE AHORRO Y PRÉSTAMO Y DE APOYO A SUS AHORRADORES Y DE LA LEY PARA REGULAR LAS ACTS. DE LAS SOC. COOP. DE AHORRO Y PRÉSTAMO, Y REFORMA LOS ARTS. TERCERO Y CUARTO DE LOS ARTS. TRANSITORIOS DEL ART. PRIMERO DEL DECRETO QUE EXPIDE LA LEY PARA REGULAR LAS ACTS. DE LAS SOC. COOP. DE AHORRO Y PRÉSTAMO Y REFORMA, ADIC. Y DEROGA DIV. DISP. DE LA LEY GRAL. DE SOCIEDADES COOPERATIVAS, DE LA LEY DE AHORRO Y CRÉDITO POPULAR, DE LA LEY DE LA C.N.B.V Y DE LA LEY DE INSTITUCIONES DE CRÉDITO, PUBLICADO EN EL D.O.F. EL 13 DE AGOSTO DE 2009. (EN LO GRAL. Y EN LO PART. LOS ARTS. NO RESERVADOS)",Segundo Período de Sesiones Ordinarias del Segundo Año
62-469,2014-03-27,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIV. DISP. DE LA LEY QUE CREA EL FIDEICOMISO QUE ADMINISTRARÁ EL FONDO PARA EL FORTALECIMIENTO DE SOC. Y COOP. DE AHORRO Y PRÉSTAMO Y DE APOYO A SUS AHORRADORES Y DE LA LEY PARA REGULAR LAS ACTS. DE LAS SOC. COOP. DE AHORRO Y PRÉSTAMO, Y REFORMA LOS ARTS. TERCERO Y CUARTO DE LOS ARTS. TRANSITORIOS DEL ART. PRIMERO DEL DECRETO QUE EXPIDE LA LEY PARA REGULAR LAS ACTS. DE LAS SOC. COOP. DE AHORRO Y PRÉSTAMO Y REFORMA, ADIC. Y DEROGA DIV. DISP. DE LA LEY GRAL. DE SOCIEDADES COOPERATIVAS, DE LA LEY DE AHORRO Y CRÉDITO POPULAR, DE LA LEY DE LA C.N.B.V Y DE LA LEY DE INSTITUCIONES DE CRÉDITO, PUBLICADO EN EL D.O.F. EL 13 DE AGOSTO DE 2009. (EN LO PART. LOS ARTS. RESERVADOS, CON LAS MODIFICACIONES ACEPTADAS)",Segundo Período de Sesiones Ordinarias del Segundo Año
62-664,2014-12-15,DECRETO POR EL QUE SE REFORMAN Y ADICIONAN DIVERSAS DISPOSICIONES DE LA LEY DE AVIACION CIVIL Y DE LA LEY DE AEROPUERTOS (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
62-665,2014-12-15,DECRETO QUE EXPIDE EL REGLAMENTO INTERIOR DE LA UNIDAD DE EVALUACION Y CONTROL DE LA COMISION DE VIGILANCIA DE LA AUDITORIA SUPERIOR DE LA FEDERACION DE LA CAMARA DE DIPUTADOS (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
62-666,2014-12-15,DECRETO PARA REFORMAR EL ENCABEZADO DEL CAPITULO I DEL TITULO DECIMOCTAVO Y PARA ADICIONAR EL ARTICULO 284 BIS AL CODIGO PENAL FEDERAL (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
62-667,2014-12-15,DECRETO QUE REFORMA EL ARTICULO 58 DEL CODIGO CIVIL FEDERAL Y ADENDA (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
62-509,2014-04-29,"DECRETO QUE REFORMA DIVERSAS DISPOSICIONES DE LA LEY GENERAL PARA PREVENIR Y SANCIONAR LOS DELITOS EN MATERIA DE SECUESTRO, REGLAMENTARIA DE LA FRACCIÓN XXI DEL ARTÍCULO 73 DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS Y SE ADICIONA EL ARTÍCULO 25 DEL CÓDIGO PENAL FEDERAL (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Segundo Año
62-508,2014-04-29,"DECRETO POR EL QUE SE REFORMAN, ADICIONAN Y DEROGAN DIVERSAS DISPOSICIONES DEL CÓDIGO DE COMERCIO, DE LA LEY GENERAL DE SOCIEDADES MERCANTILES, DE LA LEY DE FONDOS DE INVERSIÓN, DE LA LEY GENERAL DE TÍTULOS Y OPERACIONES DE CRÉDITO, DE LA LEY FEDERAL DE DERECHOS Y DE LA LEY ORGÁNICA DE LA ADMINISTRACIÓN PÚBLICA FEDERAL, EN RELACIÓN CON LA MISCELÁNEA EN MATERIA MERCANTIL (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Segundo Año
62-662,2014-12-15,DECRETO POR EL QUE SE REFORMAN Y ADICIONAN DIVERSAS DISPOSICIONES DE LA LEY REGLAMENTARIA DEL SERVICIO FERROVIARIO (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
62-663,2014-12-15,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DEL CODIGO CIVIL FEDERAL Y ADENDA, EN MATERIA DE ALINEACION PARENTAL (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Tercer Año
62-505,2014-04-29,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES A LA LEY FED. SOBRE MONUMENTOS Y ZONAS ARQUEOLOGICOS, ARTISTICOS E HISTORICOS, EN MATERIA DE DERECHO DE AUDIENCIA (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Segundo Año
62-504,2014-04-29,"DECRETO QUE ADICIONA EL ARTICULO 28 TER A LA LEY FEDERAL SOBRE MONUMENTOS Y ZONAS ARQUEOLOGICOS, ARTISTICOS E HISTORICOS, EN MATERIA DE BIENES CULTURALES SUBACUATICOS (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Segundo Año
62-507,2014-04-29,"DECRETO QUE REFORMA LOS ARTICULOS 222, 222 BIS DEL CODIGO PENAL FEDERAL Y 13 DE LA LEY FEDERAL PARA LA PROTECCIÓN A PERSONAS QUE INTERVIENEN EN EL PROCEDIMIENTO PENAL (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Segundo Año
62-344,2013-10-29,DECRETO QUE REFORMA Y ADICIONA EL ARTICULO 32 BIS DE LA LEY ORGANICA DE LA ADMINISTRACION PUBLICA FEDERAL (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año
