id,date,motion:title,motion:legislative_session,motion:legislative_session_type,motion:session,motion:session_type,count:yes,count:no,count:abstain,count:obstraction,count:blank
49-000618,1991-12-04T18:16:56,PL 5996/90  SUBSTITUTIVO CCTCI,CD01,ordinary,18,ordinary,275,95,7,0,0
49-000619,1991-12-04T19:12:14,PLC 60/89 SUBSTITUTIVO FINANCAS,CD01,ordinary,18,ordinary,361,10,6,0,0
49-000620,1991-12-04T19:28:47,PLC 60/89 EMENDA N 7,CD01,ordinary,18,ordinary,356,3,6,0,0
49-000621,1991-12-04T19:45:02,"PLC 60/89 - EMENDAS NS 2, 3, 4, 5 E 6 EM GLOBO",CD01,ordinary,18,ordinary,319,41,6,0,0
49-000622,1991-12-04T20:40:49,PEC 45/91,CD01,ordinary,18,ordinary,80,3,6,0,0
49-000623,1991-12-05T21:20:10,RESOLUCAO No. 78/91  EMENDA GENEBALDO CORREIA,CD01,ordinary,18,ordinary,305,12,2,0,0
49-000624,1991-12-05T21:31:39,RESOLUCAO 78/91 - PROJETO.,CD01,ordinary,18,ordinary,282,34,3,0,0
49-000625,1991-12-11T17:32:44,SEGUNDO TURNO - PEC 45/91,CD01,ordinary,18,ordinary,366,5,8,0,0
49-000626,1991-12-12T18:00:39,PL N. 2366/91.,CD01,ordinary,18,ordinary,280,46,5,0,0
49-000627,1991-12-12T19:56:21,PDL N. 124/91.,CD01,ordinary,18,ordinary,174,10,13,0,0
49-000776,1991-12-14T13:16:39,REQUERIMENTO URGENCIA PL 2452/91 E OUTROS,CD01,ordinary,18,extraordinary,204,143,7,0,0
49-000777,1991-12-14T19:02:38,REQUERIMENTO DE INVERSAO DE PAUTA.,CD01,ordinary,19,extraordinary,33,10,8,0,0
49-000630,1991-12-15T13:39:52,PL 2158/91 - SUBEMENDA DA COMISSAO DE MINAS ENERGIA,CD01,ordinary,19,extraordinary,168,57,9,0,0
49-000631,1991-12-15T14:05:10,PL 2158/91 - EMENDAS COM PARECER PELA REJEICAO,CD01,ordinary,19,extraordinary,16,65,5,0,0
49-000632,1991-12-16T13:52:21,"PL 2452/91 E OUTROS REQ. DE URGENCIA, ART.155",CD01,ordinary,19,ordinary,227,79,9,0,0
49-000633,1991-12-16T20:07:02,PL 2452/91 E OUTROS- REQ. DE URGENCIA  - ART.155,CD01,ordinary,19,extraordinary,252,100,6,0,0
49-000634,1991-12-17T17:17:53,"REQ. URGENCIA, ART. 155 - PL 4580/90 E OUTROS",CD02,extraordinary,0,ordinary,170,152,11,0,0
49-000635,1991-12-17T17:38:29,"REQ. URGENCIA, ART.155, PL 2155/91 - ITR",CD02,extraordinary,0,ordinary,172,139,14,0,0
49-000636,1991-12-18T17:53:18,REQ.PREFERENCIA EMENDA N.30 - PL. 2452/91.,CD02,extraordinary,0,ordinary,89,246,5,0,0
49-000637,1991-12-18T18:30:32,PL N. 2452/91 - EMENDA N.33.,CD02,extraordinary,0,ordinary,123,216,3,0,0
49-000638,1991-12-18T18:54:07,PL N. 2452/91 - EMENDA N. 29.,CD02,extraordinary,0,ordinary,51,256,4,0,0
49-000639,1991-12-18T20:27:53,PL N. 2159/91 - DVS PARAG. 1 E 2 DO ARTIGO 16.,CD02,extraordinary,0,ordinary,92,228,1,0,0
49-000640,1991-12-18T21:42:45,PL N.2155/91 - SUBSTITUTIVO.,CD02,extraordinary,0,ordinary,115,197,4,0,0
49-000641,1991-12-18T23:19:37,PLC N.91/91 = SUBSTITUTIVO FINANACAS.,CD02,extraordinary,0,ordinary,272,2,5,0,0
49-000642,1991-12-18T23:46:46,PL N. 91/91 - DESTAQUE ADICAO EXPRESSAO ART. 1.,CD02,extraordinary,0,ordinary,265,3,3,0,0
49-000136,1992-03-11T18:35:38,PEC N. 61-B/90,CD02,ordinary,1,ordinary,352,8,2,0,0
49-000137,1992-03-18T19:09:09,REQ URGENCIA PL 2145/91,CD02,ordinary,2,ordinary,249,138,6,0,0
49-000138,1992-03-24T18:03:25,REQ.URGENCIA - PL  2.592/92 E OUTROS,CD02,ordinary,2,ordinary,219,84,8,0,0
49-000139,1992-03-25T17:51:41,REQUERIMENTO DE URGENCIA PL N. 2592/92 E OUTROS.,CD02,ordinary,2,ordinary,354,37,7,0,0
49-000140,1992-03-25T18:13:05,PEC N.61/90.,CD02,ordinary,2,ordinary,387,6,4,0,0
49-000141,1992-03-25T19:22:11,PEC 51/90 - REQ. ENCERRAMENTO DISCUSSAO,CD02,ordinary,2,ordinary,315,89,3,0,0
49-000142,1992-03-25T20:21:37,PEC 51/90 - SUBSTITUTIVO,CD02,ordinary,2,ordinary,348,73,5,0,0
49-000143,1992-03-25T21:12:42,"PEC 51/90 ART 1, PARAG. 1",CD02,ordinary,2,ordinary,239,57,2,0,0
49-000144,1992-03-25T21:55:46,PEC,CD02,ordinary,2,ordinary,211,9,3,0,0
49-000145,1992-03-26T16:59:20,PEC 51/90 - REC. EFEITO SUSPENSIVO Q. ORDEM,CD02,ordinary,2,ordinary,232,6,4,0,0
49-000146,1992-04-01T18:39:39,PDL 82/91,CD02,ordinary,3,ordinary,254,48,4,0,0
49-000147,1992-04-29T16:43:25,RECURSO PL N.4573/90.,CD02,ordinary,5,ordinary,207,188,4,0,0
49-000148,1992-04-29T17:42:32,PEC 51 - DVS ART. 1 - PARAGRAFO 1.,CD02,ordinary,5,ordinary,319,83,7,0,0
49-000149,1992-04-29T18:22:22,PEC 51 DVS - ART. 2.,CD02,ordinary,5,ordinary,316,88,5,0,0
49-000150,1992-04-29T18:55:18,PEC 51 - DVS - EXPRESSAO - ART. 2.,CD02,ordinary,5,ordinary,307,96,6,0,0
49-000151,1992-04-29T19:21:30,PEC - DVS - ART. 3 E PARAGRAFOS,CD02,ordinary,5,ordinary,274,121,7,0,0
49-000152,1992-04-29T21:46:59,PL 2747/92 - REQUERIMENTO DE PREFERENCIA.,CD02,ordinary,5,ordinary,229,215,1,0,0
49-000153,1992-04-29T22:26:58,PL 2747/92 - PROJETO,CD02,ordinary,5,ordinary,233,215,5,0,0
49-000154,1992-04-29T22:56:58,PL 2747/92 - DVS ART. 3.,CD02,ordinary,5,ordinary,213,200,1,0,0
49-000155,1992-04-29T00:19:34,"PL 2747 - DEST. EM. N. 7 - 280.000,00",CD02,ordinary,5,ordinary,171,200,3,0,0
49-000156,1992-05-06T18:04:01,PL 2747/92 - EMENDA DO SENADO,CD02,ordinary,5,ordinary,197,229,5,0,0
49-000157,1992-05-13T17:51:32,REQ. URGENCIA PL 1991/91 LICITACAO,CD02,ordinary,5,ordinary,265,87,14,0,0
49-000158,1992-05-13T19:15:55,PL 2686 - EMENDA N. 17,CD02,ordinary,5,ordinary,231,119,3,0,0
49-000159,1992-05-27T18:08:18,PEC 51/90 - PROJETO.,CD02,ordinary,7,ordinary,334,63,7,0,0
49-000160,1992-05-27T19:00:50,PEC. 51/90 - DVS PARAGRAFO I DO ART I.,CD02,ordinary,7,ordinary,23,55,8,0,0
49-000161,1992-05-28T17:44:34,PLC 97/89 - SUBSTITUTIVO FINANCAS,CD02,ordinary,7,ordinary,36,1,11,0,0
49-000162,1992-06-02T18:02:51,PLC 97/92 - SUBSTITUTIVO COMISSAO FINANCAS,CD02,ordinary,7,ordinary,274,2,2,0,0
49-000163,1992-06-03T17:30:36,PEC 82/91 SUBSTITUTIVO,CD02,ordinary,7,ordinary,15,1,8,0,0
49-000164,1992-06-03T19:30:22,PL 202/91 - SUBEMENDA SUBSTITUTIVA,CD02,ordinary,7,extraordinary,133,3,10,0,0
49-000165,1992-06-04T17:30:43,PL 202/91 - SUBEMENDA SUBSTITUTIVA.,CD02,ordinary,7,ordinary,80,3,4,0,0
49-000166,1992-06-09T18:06:09,PL 202/91 - SUBEMENDA SUBSTITUTIVA,CD02,ordinary,8,ordinary,243,42,10,0,0
49-000167,1992-06-10T18:26:12,PLC 73/91 - PREF. DESTAQUE EMENDA 155,CD02,ordinary,8,ordinary,132,165,4,0,0
49-000168,1992-06-10T18:56:44,PLC - N.97/92.,CD02,ordinary,8,ordinary,227,1,1,0,0
49-000169,1992-06-10T19:31:44,REQ. URGENCIA - PL N.4573/90.,CD02,ordinary,8,ordinary,171,35,6,0,0
49-000170,1992-06-11T17:24:41,PLC N.73/91 - REQ. PREFERENCIA EMENDA 155.,CD02,ordinary,8,ordinary,170,9,10,0,0
49-000171,1992-06-11T18:06:30,PLC N.73/91 - EMENDA 155 SUBSTITUTIVA.,CD02,ordinary,8,ordinary,158,3,17,0,0
49-000172,1992-06-23T19:25:54,PEC N.82/91 - SUBSTITUTIVO.,CD02,ordinary,9,ordinary,332,5,5,0,0
49-000173,1992-06-24T17:51:35,REQUERIMENTO DE URGENCIA PL 2990/92,CD02,ordinary,9,ordinary,270,85,5,0,0
49-000174,1992-06-25T16:45:58,PL 8/91 - REQUERIMENTO DE PREFERENCIA,CD02,ordinary,9,extraordinary,34,2,3,0,0
49-000762,1992-06-30T19:01:02,PEC 82/91 - SEGUNDO TURNO,CD02,ordinary,9,ordinary,354,5,2,0,0
49-000763,1992-06-30T18:19:08,PLC 71/89 - SUBSTITUTIVO CCJR,CD02,ordinary,9,ordinary,294,45,7,0,0
49-000289,1992-07-07T17:25:15,PEC 51/90 - DVS PAR. 1 DO ART. 1 - 2 TURNO,CD04,extraordinary,0,ordinary,19,31,10,0,0
49-000290,1992-07-08T17:22:59,PEC N. 51/90 - DVS PARAGRAFO 1 DO ART 1 - 2 TURMO.,CD04,extraordinary,0,ordinary,340,56,5,0,0
49-000291,1992-07-08T17:53:49,PEC 51/90 - DVS ARTIGO 2 - 2 TURNO.,CD04,extraordinary,0,ordinary,6,327,6,0,0
49-000292,1992-07-09T14:15:20,PL N. 2990/92 - SUBSTITUTIVO,CD04,extraordinary,0,extraordinary,256,34,3,0,0
49-000177,1992-08-12T17:34:38,REQ. URGENCIA PL 3031/92,CD02,ordinary,10,ordinary,169,27,7,0,0
49-000178,1992-09-22T18:26:54,REQ. URGENCIA PDL N. 141/91,CD02,ordinary,14,ordinary,29,63,7,0,0
49-000179,1992-10-21T17:30:14,PL 5051/90 - RECURSO P/ PLENARIO,CD02,ordinary,16,ordinary,192,84,10,0,0
49-000180,1992-11-04T19:08:51,REQ. URGENCIA - PROJ. RESOLUCAO N.93/92,CD02,ordinary,17,ordinary,279,18,4,0,0
49-000181,1992-11-04T20:58:28,PROJ. RESOLUCAO N. 93/92 - SUBEMENDA SUBSTITUTIVA,CD02,ordinary,17,ordinary,229,19,4,0,0
49-000182,1992-11-25T17:16:56,PL N. 1258/88 - EMENDAS EM GLOBO - FAVORAVEL,CD02,ordinary,18,ordinary,51,0,10,0,0
49-000183,1992-12-02T20:17:18,PL N. 2920/92 - REDACAO FINAL,CD02,ordinary,19,ordinary,305,1,10,0,0
49-000184,1992-12-03T17:07:53,PL N.1258/88 - LDB - DVS ART. 8,CD02,ordinary,19,extraordinary,14,4,5,0,0
49-000719,1992-12-08T17:51:59,PL 1258/88  -LDB - DVS ART.8,CD02,ordinary,19,ordinary,20,2,7,0,0
49-000293,1992-12-16T20:55:57,PL N. 3399/92 - SUBSTITUTIVO CSSF,CD05,extraordinary,0,extraordinary,119,63,7,0,0
49-000294,1992-12-17T22:33:40,PL N. 3387 /92 - EMENDA N. 9,CD05,extraordinary,0,extraordinary,52,7,2,0,0
49-000295,1993-01-12T19:02:03,PL N. 3387/92 - EMENDA N. 9.,CD07,extraordinary,0,ordinary,29,333,11,0,0
49-000296,1993-01-12T19:40:32,PL N. 73/91 - SUBSTITUTIVO DO SENADO FEDERAL.,CD07,extraordinary,0,ordinary,6,295,10,0,0
49-000297,1993-01-12T20:18:20,PLC N. 73/91 - REQUERIMENTO DESTAQUE RELATOR.SSS,CD07,extraordinary,0,ordinary,275,4,7,0,0
49-000298,1993-01-19T17:28:38,PLC N. 136/92 - EMENDA SENADO FEDERAL.,CD07,extraordinary,0,ordinary,350,6,10,0,0
49-000299,1993-01-20T20:32:37,PEC N. 48/91 - SUBSTITUTIVO.,CD07,extraordinary,0,ordinary,375,87,4,0,0
49-000300,1993-01-20T21:08:12,PEC N. 48/91 - DVS ART. 2 - SUBSTITUTIVO.,CD07,extraordinary,0,ordinary,358,84,2,0,0
49-000301,1993-01-20T21:28:36,PEC N. 48/91 - DESTAQUE 126 - RXPRESSAO.,CD07,extraordinary,0,ordinary,14,398,1,0,0
49-000302,1993-01-20T21:41:24,PEC N. 48/91 - DVS 134.,CD07,extraordinary,0,ordinary,28,370,4,0,0
49-000303,1993-01-20T21:59:04,PEC 48/91 - DESTAQUE 30 - ART. 153.,CD07,extraordinary,0,ordinary,2,391,4,0,0
49-000304,1993-01-20T22:06:41,PEC N. 48/91 - DEST. 107 - ART. 195.,CD07,extraordinary,0,ordinary,0,317,1,0,0
49-000305,1993-01-20T22:13:05,PEC 48/91 -. DEST. 91 - ART. 192.,CD07,extraordinary,0,ordinary,2,317,2,0,0
49-000306,1993-01-20T22:31:47,"PEC N. 48\91 - DEST. 5 - ART. 92 , VIII.",CD07,extraordinary,0,ordinary,2,335,1,0,0
49-000307,1993-01-20T23:03:10,PEC N. 48/91 - DESTAQUE 169 - ARTIGO 9.,CD07,extraordinary,0,ordinary,251,100,5,0,0
49-000308,1993-01-21T12:59:28,PEC 48/91 - DESTAQUE 87 - ARTIGO 173 - PARAG. 2 E INCISOS.,CD07,extraordinary,0,extraordinary,314,98,2,0,0
49-000309,1993-01-26T19:06:51,PL N. 965/91 - EMENDAS COM PARECER FAVORAVEL.,CD07,extraordinary,1,ordinary,312,34,6,0,0
49-000310,1993-01-27T21:30:15,"PL 8/91 DVS. ART. 18, CAPUT E PARAG. 2.",CD07,extraordinary,1,ordinary,192,235,6,0,0
49-000311,1993-01-28T14:06:56,PEC 48/91 REQUERIMENTO DE PREFERENCIA,CD07,extraordinary,1,extraordinary,182,100,3,0,0
49-000312,1993-02-01T21:56:30,PL N. 3519/93 - EMENDA AGLUTINATIVA.,CD07,extraordinary,1,extraordinary,227,62,18,0,0
49-000313,1993-02-02T12:55:06,PL N. 3497/93 - DVS ART. 15 SUBEMENDA.,CD07,extraordinary,2,extraordinary,294,134,6,0,0
49-000314,1993-02-02T13:26:08,PEC 48/91 - DVS - EXPRESSAO - ARTIGO 50.,CD07,extraordinary,2,extraordinary,350,75,6,0,0
49-000315,1993-02-02T14:23:52,PEC N. 48/91 - DVS. ARTIGO 2. - IPMF.,CD07,extraordinary,2,extraordinary,349,85,3,0,0
49-000316,1993-02-02T15:36:42,PEC 48/91 - DVS ART. 2. - PARAG 2. - EXPRESSAO.,CD07,extraordinary,2,extraordinary,335,106,8,0,0
49-000317,1993-02-02T15:46:11,PEC 48/91 - DESTAQUE EXPRESSAO - ART. 5 - CAPUT.,CD07,extraordinary,2,extraordinary,5,308,1,0,0
49-000318,1993-02-02T16:27:50,PEC N. 48/91 - DVS ARTIGO 5.,CD07,extraordinary,2,extraordinary,322,80,6,0,0
49-000319,1993-02-02T17:00:28,PEC 48 - DVS ART.159 PARAGRAFO 1o,CD07,extraordinary,2,extraordinary,291,118,5,0,0
49-000320,1993-02-02T17:22:20,PEC 48/91 - DVS ART. 173,CD07,extraordinary,2,extraordinary,294,110,4,0,0
49-000321,1993-02-02T17:47:46,PEC 48/91 ART. 102,CD07,extraordinary,2,extraordinary,360,50,6,0,0
49-000643,1993-03-02T17:39:07,PDL N. 44/84 - EMENDA DO SENADO,CD03,ordinary,0,ordinary,148,100,6,0,0
49-000644,1993-03-10T19:09:03,PL 824/91   REQUERIMENTO DE URGENCIA,CD03,ordinary,1,ordinary,249,22,8,0,0
49-000645,1993-03-23T18:49:36,PLC N. 32/88 - REQ. DE ADIAMENTO,CD03,ordinary,2,ordinary,127,145,5,0,0
49-000646,1993-03-23T19:38:14,PLC N. 32/88 - EMENDA CCJR,CD03,ordinary,2,ordinary,125,128,13,0,0
49-000647,1993-03-23T19:59:38,PLC N 32/88 PROJETO,CD03,ordinary,2,ordinary,68,113,9,0,0
49-000648,1993-03-24T18:41:32,PLC N 32/88 PROJETO,CD03,ordinary,2,ordinary,124,143,6,0,0
49-000649,1993-03-24T19:16:18,PLC N. 147/93 - PROJETO,CD03,ordinary,2,ordinary,280,4,5,0,0
49-000650,1993-03-31T14:11:47,PDL N. 141/91,CD03,ordinary,3,extraordinary,90,177,13,0,0
49-000651,1993-03-31T20:55:13,VERIFICACAO PREVIA - LDB,CD03,ordinary,3,extraordinary,151,5,17,0,0
49-000652,1993-04-01T12:37:44,PL N. 1258/88 - SUBEMENDA ART. 129,CD03,ordinary,3,ordinary,253,2,8,0,0
49-000653,1993-04-14T20:25:21,PLC N. 147/93 - EMENDA DO SENADO,CD03,ordinary,4,ordinary,18,234,4,0,0
49-000654,1993-04-28T19:25:57,PL 1491/91 DEST 204 ART 54,CD03,ordinary,5,ordinary,198,99,7,0,0
49-000655,1993-05-05T18:44:04,PL 1491/91 DVS 212 EXPRESSAO P. 3 ART. 54,CD03,ordinary,5,ordinary,143,168,7,0,0
49-000656,1993-05-05T20:34:02,"PL N. 1491/91 - DEST. N. 165 - PARAGRAFO 2, ART. N. 41",CD03,ordinary,5,ordinary,18,100,9,0,0
49-000657,1993-05-11T17:42:05,"PLC N. 193/89 - EMENDAS CCJR,",CD03,ordinary,6,ordinary,174,29,7,0,0
49-000658,1993-05-19T19:27:49,PL N. 2801/92 - DESTAQUE EXPRESSAO - ART. 82,CD03,ordinary,7,ordinary,198,70,3,0,0
49-000659,1993-05-25T18:11:24,PL 4621/90 SUBSTITUTIVO SENADO,CD03,ordinary,7,ordinary,188,101,10,0,0
49-000660,1993-05-26T19:17:59,PLC N. 71/89 - SUBSTITUTIVO DO SENADO,CD03,ordinary,7,ordinary,305,7,5,0,0
49-000661,1993-05-26T19:48:59,PLC N. 71/89 - DESTAQUE EXPRESSAO - ART. 5,CD03,ordinary,7,ordinary,167,117,7,0,0
49-000662,1993-05-26T20:28:41,PLC N. 71/89 - DESTAQUE EXPRESSAO - ART. 9,CD03,ordinary,7,ordinary,12,149,5,0,0
49-000663,1993-06-02T19:09:44,PL 824/91 - EMENDA AGLUTINATIVA MARQUEZELLI/SALOMAO,CD03,ordinary,8,ordinary,142,188,5,0,0
49-000664,1993-06-08T19:48:05,PL. N. 3716/93 - SUBSTITUTIVO - COMISSAO DE SEGURIDADE,CD03,ordinary,8,ordinary,163,4,7,0,0
49-000665,1993-06-15T18:51:36,PL N. 1909/91 - REQ. URGENCIA - ART. 155,CD03,ordinary,9,ordinary,212,83,9,0,0
49-000666,1993-06-15T20:02:49,PL N. 3716/93 - SUBSTITUTIVO CSSF,CD03,ordinary,9,ordinary,211,15,6,0,0
49-000667,1993-06-16T18:46:02,PLC N. 153/93 - IPMF - REQUERIMENTO DE URGENCIA,CD03,ordinary,9,ordinary,298,103,3,0,0
49-000668,1993-06-16T19:10:00,PLC N. 153/93 - REQUERIMENTO INVERSAO DE PAUTA,CD03,ordinary,9,ordinary,251,77,3,0,0
49-000669,1993-06-17T14:03:52,PLC 153/93 - REQ. PREFERENCIA SUBSTITUTIVO FINANCAS.,CD03,ordinary,9,extraordinary,222,46,5,0,0
49-000670,1993-06-22T18:01:07,PLC N. 153/93 - VERIFICACAO DE PRESENCA,CD03,ordinary,9,ordinary,232,16,33,0,0
