id,date,motion:title,motion:legislative_session,motion:legislative_session_type,motion:session,motion:session_type,count:yes,count:no,count:abstain,count:obstraction,count:blank
50-000051,1995-06-07T20:36:15,PEC 6/95 - INCISO III CONTIDO EM EXPRESSAO.,CD01,ordinary,8,ordinary,348,117,5,0,0
50-000052,1995-06-07T21:03:56,PEC N. 6/95 - EMENDA N. 5 .,CD01,ordinary,8,ordinary,185,268,4,0,0
50-000053,1995-06-07T21:20:57,"PEC N. 6/95 - EXPRESSAO ""REGULACAO, O DISCIPLINAMENTO..."".",CD01,ordinary,8,ordinary,111,316,2,0,0
50-000054,1995-06-07T21:31:07,"PEC N. 6/95 - EXPRESSAO: ""QUE DISPORA SOBRE REGULACAO...""",CD01,ordinary,8,ordinary,102,311,3,0,0
50-000055,1995-06-20T17:01:40,PEC N. 6/95 - REQUERIMENTO DE ADIAMENTO DE DISCUSSAO.,CD01,ordinary,9,ordinary,118,331,5,0,0
50-000056,1995-06-20T19:01:34,PEC N.6/95 - PROPOSTA.,CD01,ordinary,9,ordinary,360,129,1,0,0
50-000057,1995-06-27T16:46:56,PLC N.10/95 - REQUERIMENTO DE URGENCIA.,CD01,ordinary,9,ordinary,393,2,2,0,0
50-000058,1995-06-27T17:43:04,PLC N.17/95 - REQUERIMENTO DE URGENCIA.,CD01,ordinary,9,ordinary,147,297,10,0,0
50-000059,1995-06-28T17:29:07,PLC N. 10/95 - SUBSTITUTIVO.,CD01,ordinary,9,extraordinary,410,1,4,0,0
50-000060,1995-08-08T17:32:47,ITEM XXI - RECURSO 18.,CD01,ordinary,10,ordinary,311,87,8,0,0
50-000061,1995-08-09T16:37:49,PL N. 373/95 - REQUERIMENTO DE URGENCIA.,CD01,ordinary,10,ordinary,336,63,7,0,0
50-000062,1995-08-09T17:00:28,PDC N.95/95 - REQUERIMENTO DE  URGENCIA.,CD01,ordinary,10,ordinary,396,1,5,0,0
50-000063,1995-08-10T16:58:03,PL N. 4386/94 - REQUERIMENTO DE ADIAMENTO DE VOTACAO.,CD01,ordinary,10,ordinary,114,129,10,0,0
50-000064,1995-08-15T18:30:51,PL. N. 373/95 - EMENDA N. 4,CD01,ordinary,11,ordinary,246,184,13,0,0
50-000065,1995-08-15T18:49:51,PL N. 373/95 - EMENDA N. 3 .,CD01,ordinary,11,ordinary,246,144,9,0,0
50-000066,1995-08-15T19:11:44,PL  N.373/95 - DVS ART. 1. .,CD01,ordinary,11,ordinary,277,71,9,0,0
50-000067,1995-08-15T20:11:06,PL N. 1670/89 - REQUERIMENTO ADIAMENTO - 2 SESSOES.,CD01,ordinary,11,ordinary,35,147,5,0,0
50-000068,1995-08-16T17:29:23,PL N. 1670/95 - REQ. EXTINCAO DA URGENCIA,CD01,ordinary,11,ordinary,192,254,9,0,0
50-000069,1995-08-16T18:46:07,PL N. 4792/90 - REQUERIMENTO RETIRADA DE PAUTA.,CD01,ordinary,11,ordinary,218,183,6,0,0
50-000070,1995-08-17T16:54:34,PL N. 4555/94 - RECURSO,CD01,ordinary,11,ordinary,253,107,5,0,0
50-000071,1995-08-22T16:54:18,PL N.426/95 - REQUERIMENTO DE URGENCIA.,CD01,ordinary,11,ordinary,302,116,8,0,0
50-000072,1995-08-24T17:04:13,PL. N. 426/95 - PROJETO,CD01,ordinary,12,ordinary,263,94,4,0,0
50-000073,1995-08-29T16:44:56,PL. N. 180/95 - REQUERIMENTO DE URGENCIA,CD01,ordinary,12,ordinary,382,7,4,0,0
50-000074,1995-08-29T17:43:36,PL N. 365/93 - REQUERIMENTO DE URGENCIA.,CD01,ordinary,12,ordinary,125,290,10,0,0
50-000075,1995-08-30T16:52:19,PL 47/95 - REQUERIMENTO RETIRADA DE PAUTA.,CD01,ordinary,12,ordinary,128,310,3,0,0
50-000076,1995-08-30T19:16:47,PLC N.47/95 - SUBSTITUTIVO.,CD01,ordinary,12,ordinary,368,62,5,0,0
50-000077,1995-09-12T16:56:18,PL N.869/95 - REQUERIMENTO DE URGENCIA.,CD01,ordinary,13,ordinary,331,103,2,0,0
50-000078,1995-09-12T17:28:33,PL N. 642/95 - REQUERIMENTO DE URGENCIA.,CD01,ordinary,13,ordinary,397,12,5,0,0
50-000079,1995-09-12T17:59:22,PDL N. 160/95 - REQUERIMENTO DE URGENCIA,CD01,ordinary,13,ordinary,315,57,4,0,0
50-000080,1995-09-13T18:21:23,PL N. 869/95 - EMENDA N.1,CD01,ordinary,13,ordinary,191,245,2,0,0
50-000081,1995-09-13T20:16:48,PL N. 180/95 - EMENDA N. 42 .,CD01,ordinary,13,ordinary,187,221,9,0,0
50-000082,1995-09-13T21:09:16,PL N. 180/95 - EMENDA 143.,CD01,ordinary,13,ordinary,92,254,5,0,0
50-000083,1995-09-13T22:20:39,PL N. 180/95 - EMENDA N. 35 .,CD01,ordinary,13,ordinary,100,138,3,0,0
50-000084,1995-09-14T11:44:43,PL N.180/95 - EMENDA N. 35 .,CD01,ordinary,13,extraordinary,150,219,14,0,0
50-000085,1995-09-20T17:02:00,PEC N. 182/94 - PROPOSTA,CD01,ordinary,14,ordinary,440,1,3,0,0
50-000086,1995-09-26T16:51:53,MENSAGEM 984/95 - REQUERIMENTO URGENCIA.,CD01,ordinary,14,ordinary,362,47,10,0,0
50-000087,1995-09-27T17:23:39,PL. N. 180/95 - DVS EMENDA 41,CD01,ordinary,15,ordinary,190,214,19,0,0
50-000088,1995-09-27T17:59:54,PL. N. 180/95 - EMENDA N. 6,CD01,ordinary,15,ordinary,233,165,11,0,0
50-000089,1995-09-27T18:43:05,PL N. 180/95 - EMENDA 34.,CD01,ordinary,15,ordinary,124,228,4,0,0
50-000090,1995-09-28T11:58:59,PEC N. 182/94 - 2 TURNO.,CD01,ordinary,15,extraordinary,417,3,7,0,0
50-000091,1995-10-05T11:48:08,"PL N. 4645/94 - REQ, RETIRADA DE PAUTA,",CD01,ordinary,15,extraordinary,236,129,5,0,0
50-000092,1995-10-18T16:54:56,PLC N. 9/95 - REQUERIMENTO DE URGENCIA,CD01,ordinary,16,ordinary,414,4,7,0,0
50-000093,1995-10-18T17:38:15,PL. N. 1088/95 - REQUERIMENTO DE URGENCIA,CD01,ordinary,16,ordinary,307,98,7,0,0
50-000094,1995-10-18T18:18:22,PLC N. 202/89 - REQUERIMENTO DE URGENCIA,CD01,ordinary,16,ordinary,158,200,9,0,0
50-000095,1995-10-24T19:46:22,PL N.1088/95 - PROJETO.,CD01,ordinary,17,ordinary,289,108,6,0,0
50-000096,1995-10-26T17:35:10,PLC. N. 9/95 - REQUERIMENTO ADIAMENTO DISCUSSAO,CD01,ordinary,17,extraordinary,126,192,4,0,0
50-000097,1995-10-31T17:15:03,PL N.914/95 - REQUERIMENTO DE URGENCIA.,CD01,ordinary,18,ordinary,302,103,5,0,0
50-000098,1995-10-31T18:13:16,PLP N. 9/95 - SUBSTITUTIVO,CD01,ordinary,18,ordinary,327,34,6,0,0
50-000099,1995-10-31T18:26:54,"PLC N. 9/95 - EMENDAS 1,2,3 E 5",CD01,ordinary,18,ordinary,13,261,6,0,0
50-000100,1995-10-31T18:40:33,"PLC N. 9/95 - DESTAQUE EXPRESSAO ""VINTE POR CENTO""",CD01,ordinary,18,ordinary,65,241,5,0,0
50-000101,1995-10-31T18:53:43,"PLC N. 9/95 - DVS EXPRESSAO "" COOPERATIVA DE CREDITO """,CD01,ordinary,18,ordinary,90,215,2,0,0
50-000102,1995-10-31T19:14:09,PLC N. 9/95 - DVS ARTIGO 3,CD01,ordinary,18,ordinary,276,91,2,0,0
50-000103,1995-10-31T19:43:42,PLC N. 9/95 - SUBEMENDA A EMENDA 4,CD01,ordinary,18,ordinary,257,89,6,0,0
50-000104,1995-10-31T19:54:03,PLC N. 9/95 - DVS ARTIGO 7,CD01,ordinary,18,ordinary,8,289,2,0,0
50-000105,1995-11-01T17:03:20,PEC N. 163/95- REQUERIMENTO ENCERRAMENTO DISCUSSAO,CD01,ordinary,18,extraordinary,314,97,6,0,0
50-000106,1995-11-01T18:16:14,PEC N. 163/95 - SUBSTITUTIVO,CD01,ordinary,18,extraordinary,345,91,5,0,0
50-000107,1995-11-01T18:38:18,PEC N. 163/95 - DVS ARTIGO 71 EMENDA 7,CD01,ordinary,18,extraordinary,82,320,2,0,0
50-000108,1995-11-01T18:57:47,"PEC N. 163/95 - DVS "" PRAZO DE DOIS ANOS "" - EMENDA 4",CD01,ordinary,18,extraordinary,113,255,3,0,0
50-000109,1995-11-01T19:26:21,"PEC N. 163/95 - DVS EXPRESSAO "" PRIORITARIAMENTE "" ART.71",CD01,ordinary,18,extraordinary,324,60,1,0,0
50-000110,1995-11-01T19:46:14,"PEC N. 163/95 - DVS EXPRESSAO "" E DESPESAS... SOCIAL """,CD01,ordinary,18,extraordinary,21,43,13,0,0
50-000111,1995-11-07T17:26:06,"PEC N. 163/95 - ""EXPRESSAO"" "" E DESPESAS ORCAMENTARIAS...",CD01,ordinary,18,ordinary,331,98,5,0,0
50-000112,1995-11-07T18:02:57,"PEC N. 163/95 - EXPRESSAO "" A QUAL NOS EXERCICIOS...",CD01,ordinary,18,ordinary,322,90,6,0,0
50-000113,1995-11-07T18:33:57,"PEC N. 163/95 - DVS EXPRESSAO "" OU A SEREM CRIADOS """,CD01,ordinary,18,ordinary,325,86,8,0,0
50-000114,1995-11-07T19:07:49,"PEC N. 163/95 - DVS EXPRESSAO "" INCISO II """,CD01,ordinary,18,ordinary,13,87,11,0,0
50-000115,1995-11-08T17:11:16,PEC N. 163/95 - CONCESSAO EFEITO SUPENSIVO,CD01,ordinary,18,ordinary,161,272,2,0,0
50-000116,1995-11-08T17:45:36,PEC N. 163/95 - DVS EMENDA 5,CD01,ordinary,18,ordinary,187,241,6,0,0
50-000117,1995-11-08T18:08:00,PLC N. 913/95 - REQUERIMENTO DE URGENCIA,CD01,ordinary,18,ordinary,332,77,3,0,0
50-000118,1995-11-08T18:57:36,PR N. 60/95 - REQUERIMENTO DE URGENCIA,CD01,ordinary,18,ordinary,250,141,11,0,0
50-000119,1995-11-09T17:58:11,PLN. 913/95 - SUBSTITUTIVO,CD01,ordinary,18,ordinary,300,98,4,0,0
50-000120,1995-11-22T17:41:59,PEC N. 163/95 - PROPOSTA.,CD01,ordinary,19,ordinary,348,101,9,0,0
50-000121,1995-11-22T18:26:09,"PEC N. 163/95 - DVS EXPRESSAO ""E DESPESAS ... E SOCIAL""",CD01,ordinary,19,ordinary,324,90,8,0,0
50-000122,1995-11-22T18:59:15,"PEC N. 163/95 - DVS EXPRESSAO ""A QUAL ... JUNHO DE 1997.""",CD01,ordinary,19,ordinary,318,92,6,0,0
50-000123,1995-11-22T19:32:10,"PEC N. 163/95 - DVS EXPRESSAO ""OU A SEREM CRIADAS.""",CD01,ordinary,19,ordinary,313,87,10,0,0
50-000124,1995-11-28T17:07:54,PL. N. 992/95 - REQUERIMENTO DE URGENCIA,CD01,ordinary,20,ordinary,387,9,7,0,0
50-000125,1995-11-28T17:53:10,PLC N. 54/95 - PROJETO,CD01,ordinary,20,ordinary,361,24,5,0,0
50-000127,1995-11-29T16:59:28,pl n. 1236/95 - req. urgencia.,CD01,ordinary,20,ordinary,322,97,3,0,0
50-000128,1995-11-29T18:10:10,PL. N. 1727/91 - REQUERIMENTO DE URGENCIA,CD01,ordinary,20,ordinary,349,34,9,0,0
50-000129,1995-11-29T18:58:04,PROJETO DE RESOLUCAO N. 21/95 - REQUERIMENTO,CD01,ordinary,20,ordinary,265,61,4,0,0
50-000130,1995-12-05T18:33:24,PEC N.48/95 - SUBSTITUTIVO,CD01,ordinary,21,ordinary,330,94,2,0,0
50-000131,1995-12-06T17:25:03,PL N. 1236/95 - SUBSTITUTIVO,CD01,ordinary,21,ordinary,327,92,6,0,0
50-000133,1995-12-12T17:14:52,PL N. 899/95 - REQUERIMENTO DE URGENCIA.,CD01,ordinary,21,ordinary,260,134,7,0,0
50-000134,1995-12-13T17:28:16,PEC N.48/95 - 2 TURNO.,CD01,ordinary,21,ordinary,337,93,9,0,0
50-000135,1995-12-13T19:05:02,"PL N.899/95 - REQ, RETIRADA DE PAUTA.",CD01,ordinary,21,ordinary,139,208,3,0,0
50-000186,1996-01-17T16:50:47,PL N. 200/95 - REQUERIMENTO DE URGENCIA.,CD01,extraordinary,0,ordinary,381,28,6,0,0
50-000187,1996-01-17T18:07:31,PL N. 914/95 - PROJETO.,CD01,extraordinary,0,ordinary,124,306,13,0,0
50-000188,1996-01-23T17:52:48,PL 200/95 - SUBSTITUTIVO,CD01,extraordinary,1,ordinary,408,11,4,0,0
50-000189,1996-01-24T17:08:53,PL N. 899/95 -  SUBEMENDA SUBSTITUTIVA.,CD01,extraordinary,1,ordinary,236,186,15,0,0
50-000322,1996-03-05T17:06:34,PEC N. 33/95 - REQUERIMENTO ADIAMENTO DISCUSSAO,CD02,ordinary,1,ordinary,101,268,8,0,0
50-000323,1996-03-06T16:54:11,PEC. N.33/95 - REQUERIMENTO ENCERRAMENTO DISCUSSAO,CD02,ordinary,1,ordinary,333,128,5,0,0
50-000324,1996-03-06T19:02:06,PEC N. 33/95 - SUBSTITUTIVO,CD02,ordinary,1,ordinary,294,190,8,0,0
50-000325,1996-03-12T18:06:04,PL N. 824/91 - REQUERIMENTO RETIRADA DE PAUTA.,CD02,ordinary,1,extraordinary,79,265,10,0,0
50-000326,1996-03-19T17:45:24,PL N. 824/91 - REQ. RETIRADA DE PAUTA,CD02,ordinary,2,extraordinary,113,272,4,0,0
50-000327,1996-03-20T17:28:38,PEC. N. 33/95 - CONCESSAO DO EFEITO SUSPENSIVO EM,CD02,ordinary,2,ordinary,152,311,6,0,0
50-000328,1996-03-21T13:09:55,PEC N. 33/95 - EMENDA AGLUTINATIVA SUBSTITUTIVA N. 6,CD02,ordinary,2,extraordinary,349,139,2,0,0
50-000329,1996-04-10T19:11:37,PL. N. 824/91 - DVS INCISO III E PARAGRAFO UNICO,CD02,ordinary,4,extraordinary,253,191,4,0,0
50-000330,1996-04-17T17:13:24,PLC N. 75/95 - PROJETO,CD02,ordinary,5,ordinary,320,81,12,0,0
50-000331,1996-04-17T17:57:34,"PLC N. 75/95 - DVS ""NOS CASOS DE INELEGIBILIDADE""",CD02,ordinary,5,ordinary,274,110,8,0,0
50-000332,1996-04-17T18:32:11,"PLC N. 75/95 - "" DVS POSSIBILITANDO-SE O EXERCICIO...""",CD02,ordinary,5,ordinary,295,58,10,0,0
50-000333,1996-04-17T19:03:51,"PLC N. 75/95 - "" APLICANDO-SE ..."" (RETROATIVIDADE)",CD02,ordinary,5,ordinary,267,72,7,0,0
50-000334,1996-04-23T18:14:22,PEC N.25/95.,CD02,ordinary,5,ordinary,32,352,16,0,0
50-000335,1996-04-24T17:32:40,PEC N. 41/91 - SUBSTITUTIVO,CD02,ordinary,5,ordinary,289,122,5,0,0
50-000336,1996-04-24T18:04:28,PEC N. 41/91 - PROPOSTA INICIAL,CD02,ordinary,5,ordinary,361,17,2,0,0
50-000337,1996-05-07T17:13:23,PEC N. 41/91 - 2 TURNO.,CD02,ordinary,6,ordinary,412,5,7,0,0
50-000338,1996-05-07T18:35:46,PEC N.233/95 - ADIAMENTO DA VOTACAO.,CD02,ordinary,6,ordinary,107,311,3,0,0
50-000339,1996-05-07T19:12:31,PL. N. 1287/95 - REQUERIMENTO DE URGENCIA,CD02,ordinary,6,ordinary,294,107,4,0,0
50-000340,1996-05-08T18:19:28,PEC. N. 233/95 - SUBSTITUTIVO,CD02,ordinary,6,ordinary,350,94,11,0,0
50-000341,1996-05-08T18:36:44,PEC. N.233/95 - DESTAQUE EMENDA 18,CD02,ordinary,6,ordinary,76,280,4,0,0
50-000342,1996-05-08T18:57:39,PEC. N. 233/95 - DESTAQUE EMENDA 38 ( PARAGRAFO 5,CD02,ordinary,6,ordinary,126,210,4,0,0
50-000343,1996-05-08T19:17:19,PEC. N. 233/95 - DVS EMENDA N. 26,CD02,ordinary,6,ordinary,334,9,4,0,0
50-000344,1996-05-08T19:34:47,PEC. N. 233/95 - DVS EMENDA N. 35,CD02,ordinary,6,ordinary,89,255,3,0,0
50-000345,1996-05-14T17:49:32,PL. N. 1287/95 - SUBSTITUTIVO DE PLENARIO,CD02,ordinary,7,ordinary,315,101,7,0,0
50-000346,1996-05-15T17:17:00,"PEC. N. 33/95 - DVS N. 4 EXPRESSAO "" OS CARGOS",CD02,ordinary,7,ordinary,324,125,5,0,0
50-000347,1996-05-15T18:14:08,PEC. N. 33/95 - DVS ARTIGO 40,CD02,ordinary,7,ordinary,308,146,4,0,0
50-000348,1996-05-15T18:57:36,PEC. N. 33/95 - DVS N.14,CD02,ordinary,7,ordinary,135,303,5,0,0
50-000349,1996-05-15T19:19:16,PEC N. 33/95 - REQ. PRORROGACAO DA SESSAO,CD02,ordinary,7,ordinary,111,258,8,0,0
50-000350,1996-05-21T17:21:37,PL. N. 1724/96 - REQUERIMENTO DE URGENCIA,CD02,ordinary,7,ordinary,309,115,6,0,0
50-000351,1996-05-21T18:13:39,PL. N. 102/95 - REQUERIMENTO DE URGENCIA,CD02,ordinary,7,ordinary,327,112,7,0,0
50-000352,1996-05-21T18:48:10,PEC. N. 33/95 - DVS N. 24,CD02,ordinary,7,ordinary,28,117,8,0,0
50-000353,1996-05-22T17:25:27,PEC. N. 33/95 - DVS N. 24,CD02,ordinary,8,ordinary,295,157,10,0,0
50-000354,1996-05-22T18:13:40,PEC N. 33/95 - DVS N.26,CD02,ordinary,8,ordinary,301,148,12,0,0
50-000355,1996-05-22T19:00:42,PEC N. 33/95 - DVS N. 48,CD02,ordinary,8,ordinary,269,175,6,0,0
50-000356,1996-05-28T17:28:15,PEC N. 33/95 - DVS N. 64,CD02,ordinary,8,ordinary,127,310,7,0,0
50-000357,1996-05-28T17:58:48,PEC 33/95 - EMENDA AGLUTINATIVA N. 7,CD02,ordinary,8,ordinary,429,3,6,0,0
50-000358,1996-05-28T18:30:26,PEC 33/95 - DVS N.71,CD02,ordinary,8,ordinary,392,53,4,0,0
50-000359,1996-05-28T18:57:33,PEC N. 33/95 - EMENDA AGLUTINATIVA N. 12,CD02,ordinary,8,ordinary,129,306,6,0,0
50-000360,1996-05-29T17:15:52,PEC N.33/95 - EMENDA AGLUTINATIVA N.20,CD02,ordinary,8,ordinary,429,0,4,0,0
50-000361,1996-05-29T17:43:56,PEC N.33/95 - DVS N.85,CD02,ordinary,8,ordinary,118,325,4,0,0
50-000362,1996-05-29T18:21:43,PEC N. 33/95 - DVS N.100,CD02,ordinary,8,ordinary,348,105,7,0,0
50-000363,1996-05-29T18:53:54,PEC N. 33/95 - DVS N.104,CD02,ordinary,8,ordinary,188,235,9,0,0
50-000364,1996-05-29T19:29:55,PEC N. 33/95 - EMENDA AGLUTINATIVA N. 17,CD02,ordinary,8,ordinary,108,302,7,0,0
50-000365,1996-05-29T20:15:09,PEC N. 33/95 - DVS N. 123,CD02,ordinary,8,ordinary,106,295,3,0,0
50-000366,1996-05-30T13:32:32,PEC N. 33/95 DVS N. 133,CD02,ordinary,9,extraordinary,297,116,9,0,0
50-000367,1996-06-04T18:03:20,PL. N. 490/95 - RECURSO N. 65/96,CD02,ordinary,9,extraordinary,148,177,5,0,0
50-000368,1996-06-04T19:59:03,PL. N. 4018/93 - PROJETO,CD02,ordinary,9,extraordinary,212,10,5,0,0
50-000369,1996-06-11T17:14:19,PL N. 1409/96 - REQUERIMENTO DE URGENCIA.,CD02,ordinary,10,ordinary,355,44,2,0,0
50-000370,1996-06-11T18:12:19,PEC. N.33/95 - DVS N. 140,CD02,ordinary,10,ordinary,311,111,5,0,0
50-000371,1996-06-11T18:34:03,PEC. N. 33/95 - DVS. N. 148,CD02,ordinary,10,ordinary,6,71,10,0,0
50-000372,1996-06-11T19:03:09,PL. N. 4018/93 - PROJETO INICIAL,CD02,ordinary,10,extraordinary,299,81,5,0,0
50-000373,1996-06-12T17:21:27,PEC N. 33/95 - DVS N. 154,CD02,ordinary,10,ordinary,332,106,6,0,0
50-000374,1996-06-12T18:02:17,PEC N.33/95 - DVS N.158.,CD02,ordinary,10,ordinary,308,116,10,0,0
50-000375,1996-06-12T18:51:55,PEC N.33/95 - DVS N.148. FUNDO DE PENSAO.,CD02,ordinary,10,ordinary,271,140,10,0,0
50-000376,1996-06-12T19:19:16,PEC. N. 33/95 - DVS N. 156 - A,CD02,ordinary,10,ordinary,104,267,5,0,0
50-000377,1996-06-12T19:57:59,PEC. N. 33/95 - DVS N. 173,CD02,ordinary,10,ordinary,265,119,8,0,0
50-000378,1996-06-18T17:20:34,PEC N. 33/95 - DVS. N. 185,CD02,ordinary,10,ordinary,182,86,3,0,0
50-000379,1996-06-18T18:17:33,PEC. N. 233-C/95 - PROJETO - SEGUNDO TURNO,CD02,ordinary,11,extraordinary,358,82,2,0,0
