weight,session,date,bobosikova,dienstbier,fischer,fischerova,franz,roithova,schwarzenberg,sobotka,zeman,input-age,input-attend,input-change_mind,input-change_result,input-info_from,input-info_from-other,input-looking_for_info,input-negative_vote,input-occupation,input-place,input-previously,input-sex
1.60416916410741,06gnirohngppr4dak3o22kqb10,2012-12-27 23:58:48,8,4,1,7,5,3,6,2,9,18_29,probably_yes,0,0,friends,,0,zeman,student,10000_50000,no,man
0.317627955852387,qm6r6fct8r8qquln83cmj0c2e1,2012-12-28 00:19:44,9,8,7,4,1,6,2,5,3,18_29,yes,0,0,friends,,100,bobosikova,student,_3000,no,man
0.751374052596371,bfqujf60emomi5315otdup86o1,2012-12-28 01:44:56,6,2,9,1,4,5,7,8,3,18_29,yes,0,0,,,0,fischer,other,120000_,yes,man
0.720268161386098,qngo9vkaq3703pvs9lkbkalq53,2012-12-28 03:00:44,9,8,6,5,3,4,1,2,7,30_39,yes,0,0,internet,,100,dienstbier,employee,120000_,no,woman
0.751374052596371,arsd5e7pafq6olgup0oi5q2025,2012-12-28 06:21:23,4,5,8,1,2,3,9,6,7,30_39,probably_yes,0,0,internet,,58,schwarzenberg,employee,_3000,no,man
0.720268161386098,vvsk51o4an2o37oqiveeeeg996,2012-12-28 07:48:17,7,3,8,6,9,4,1,5,2,40_49,yes,0,0,friends,,50,franz,enterpreneur,120000_,no,woman
0.544768304710186,1p0jd2b30gqb88upcr2l39tp96,2012-12-28 09:39:35,8,6,7,9,4,5,2,1,3,40_49,yes,-98,-100,internet,,40,fischerova,employee,120000_,yes,man
0.720268161386098,pi4hmi0bg79h7t9cu0v72evnh7,2012-12-28 10:24:04,2,3,4,7,9,6,1,5,8,_18,no_right,80,16,friends,,26,zeman,student,10000_50000,yes,woman
1.60416916410741,hfp7emqsovb0atiqj6dpv6upd6,2012-12-28 10:30:20,8,7,1,3,5,4,2,6,9,_18,no_right,0,0,friends,,62,zeman,student,10000_50000,yes,man
0.544768304710186,1qdje9g4iakkeki2ucii347kp2,2012-12-28 11:08:03,9,6,5,2,7,4,3,1,8,30_39,yes,0,0,internet,,-74,bobosikova,employee,120000_,no,woman
0.544768304710186,fi91v9ae28dhnt3ppe5qfjoh51,2012-12-28 11:11:25,5,4,9,6,2,7,3,1,8,,yes,0,0,internet,,100,fischer,employee,120000_,no,woman
0.737212962001074,k3bf0mk3f4k3o8ar1q2ikjm8h4,2012-12-28 12:04:00,7,2,9,5,1,8,4,6,3,18_29,yes,0,0,friends,Škola,50,fischer,student,120000_,no,man
0.720268161386098,m79bjvnd57cd6povqor0sqp993,2012-12-28 12:10:06,9,5,2,8,7,6,1,4,3,50_59,yes,0,0,internet,,44,bobosikova,employee,10000_50000,no,man
0.720268161386098,micbngbj6jbqls6bh97n1gl5k1,2012-12-28 13:10:09,7,5,6,8,3,2,1,4,9,18_29,,0,0,friends,"web-životopisy kandidátů, další informace z menších nezávislých(důvěryhodných) webů",100,zeman,student,120000_,no,man
0.720268161386098,vncg64g0319qfmjdfif7gg8ge0,2012-12-28 15:41:50,9,3,6,4,5,2,1,7,8,30_39,yes,0,0,friends,,20,bobosikova,employee,_3000,no,woman
0.720268161386098,b9r9a4mgkp7sjfuct1h3tqdr12,2012-12-28 18:01:10,9,8,4,6,3,7,1,5,2,18_29,yes,-100,-50,internet,,0,dienstbier,student,50000_120000,yes,man
1.48502093586824,f0i06r5bk3dnjqfh9s610k5rp2,2012-12-28 18:44:12,5,2,1,8,9,7,6,3,4,40_49,yes,0,0,,rozhlas,-68,roithova,enterpreneur,3000_10000,no,man
0.721244815089986,s5v0mric49gr1fih2o0e2bt9t0,2012-12-28 19:08:24,9,1,2,7,6,3,5,4,8,40_49,yes,0,0,tv,,0,bobosikova,employee,3000_10000,no,woman
0.720268161386098,0cha95aa2a4u98kcc16tq08f54,2012-12-28 19:20:59,9,7,5,4,3,2,1,6,8,18_29,yes,0,0,friends,,-76,bobosikova,student,120000_,no,woman
1.45408682062799,aan14j3k1ki0jdg54vb0d5bgk5,2012-12-28 19:32:50,9,5,3,2,8,1,6,7,4,40_49,yes,0,0,friends,,-46,bobosikova,other,_3000,no,woman
1.48502093586824,i6csg3ufj24nkfvlsj6qaltdj0,2012-12-28 20:38:58,9,4,1,3,2,8,6,7,5,18_29,,0,0,internet,,74,bobosikova,student,_3000,no,woman
0.423700446690478,dt9eo2886tv0kuaau59tkt0ik7,2012-12-28 20:42:32,9,5,7,1,4,3,2,8,6,18_29,probably_yes,-100,10,internet,,34,bobosikova,student,120000_,yes,woman
0.720268161386098,5431et1gvditrkt003sr5tsrc2,2012-12-28 21:39:49,7,8,9,6,4,5,1,3,2,18_29,yes,0,0,internet,,10,fischer,student,120000_,no,man
0.751374052596371,b43itfrfsi22pami1m82l82nt4,2012-12-28 22:37:47,9,4,5,1,2,3,8,6,7,30_39,yes,0,0,friends,,50,bobosikova,employee,120000_,no,man
0.720268161386098,mj2lvm2puhv5cr5qk0i59mhcp1,2012-12-29 00:18:57,9,3,4,2,6,5,1,8,7,18_29,,50,48,internet,,-6,bobosikova,student,120000_,yes,woman
0.720268161386098,jq2qp52vjjduj6j5i8e669nck4,2012-12-29 01:28:35,9,5,3,7,4,8,1,2,6,40_49,,0,0,internet,,36,bobosikova,employee,_3000,no,woman
1.68004646728095,mq0kn9s1sh510gae61hqg8ile1,2012-12-29 02:45:51,8,7,9,6,4,5,3,2,1,18_29,yes,-80,-80,internet,,60,fischer,student,120000_,yes,man
0.534751695535466,pbla32c1tv998kv8efotnmrsi6,2012-12-29 08:36:08,8,9,4,6,3,1,2,7,5,18_29,yes,0,0,friends,,-72,dienstbier,student,120000_,no,woman
0.423700446690478,fgft6vc7n5udfkpfppis7c88c1,2012-12-29 09:17:15,2,8,6,1,5,4,3,7,9,18_29,yes,0,0,friends,,-55,dienstbier,student,_3000,no,woman
1.68004646728095,qdd1mqk7vavd2t3g1e3q9jbah1,2012-12-29 09:50:59,9,6,8,7,3,5,2,4,1,18_29,yes,0,0,social_network,,-6,franz,student,3000_10000,no,woman
0.720268161386098,k7i4rrqrcq8vgu8l2f83ao4vl2,2012-12-29 10:13:09,9,8,3,6,4,7,1,5,2,30_39,yes,34,14,internet,,14,fischer,employee,50000_120000,yes,man
0.534751695535466,n8bpsm6ulppjcd8t444fvqomq7,2012-12-29 11:35:01,7,8,6,5,4,1,3,2,9,60_69,no_right,0,0,internet,,90,zeman,other,120000_,no,man
0.720268161386098,p4rme0jc5chebqmpbr7s080qp3,2012-12-29 12:10:13,9,5,4,6,7,3,1,2,8,60_69,yes,0,0,internet,,90,zeman,employee,_3000,no,woman
1.68004646728095,n6a329m5tejskksrv0kf9sa745,2012-12-29 12:25:52,4,6,5,8,3,9,2,7,1,18_29,yes,0,0,social_network,,23,roithova,student,10000_50000,no,man
0.720268161386098,cgtr18c4jv0fgqjoujfvfrhm54,2012-12-29 13:29:20,9,7,8,2,5,6,1,3,4,30_39,,0,0,friends,,80,fischer,employee,50000_120000,no,man
0.423700446690478,ml0a02ehhimmflt2mgrrj09u76,2012-12-29 13:35:08,9,2,6,1,7,3,5,4,8,18_29,yes,50,0,friends,,100,zeman,student,50000_120000,yes,man
1.48502093586824,hi1s3q3ocf797u0pml27u2n4d0,2012-12-29 13:38:34,8,7,1,2,9,6,5,4,3,40_49,yes,0,0,internet,,0,franz,other,_3000,no,woman
1.68004646728095,vqveo0ogk8v3vgafme6fcv6ld1,2012-12-29 14:04:36,9,6,3,7,4,8,2,5,1,18_29,yes,0,0,tv,,-100,bobosikova,student,10000_50000,no,woman
0.534751695535466,or6mgmhc1nns48o0tn1rl56531,2012-12-29 14:12:59,7,6,3,8,9,1,2,4,5,70_,yes,0,0,friends,,0,franz,other,10000_50000,no,woman
0.720268161386098,uuapaha1f79vf94r4lcr8258d7,2012-12-29 16:14:04,8,4,3,5,2,7,1,6,9,18_29,probably_yes,0,0,internet,,-19,zeman,student,120000_,no,man
0.534751695535466,8hj07dh3b68hri30g7dkn2ol67,2012-12-29 16:17:37,9,5,3,7,4,1,2,6,8,30_39,probably_yes,58,0,internet,,80,bobosikova,employee,120000_,yes,man
0.534751695535466,kiv3ki7a6ge3fgjm81dh1i53k2,2012-12-29 16:57:40,9,5,2,6,8,1,3,4,7,50_59,probably_no,0,0,friends,,50,franz,employee,120000_,no,woman
1.60416916410741,f20churs5pad0dd5tuu9cetci6,2012-12-29 17:15:57,8,6,1,9,2,7,3,4,5,40_49,yes,0,0,friends,,46,bobosikova,employee,10000_50000,no,man
1.68004646728095,nbsp3c256ghgi69ume794qhfa1,2012-12-29 17:17:43,6,2,9,7,8,4,3,5,1,18_29,yes,0,0,internet,,-76,fischer,student,120000_,no,man
0.317627955852387,c38vd6ltj7gvfv86fctsa4kaf6,2012-12-29 17:30:15,9,7,3,5,1,6,2,8,4,40_49,yes,0,0,internet,,50,bobosikova,employee,120000_,no,man
0.720268161386098,76n74453olrmf1n5l85q2fku61,2012-12-29 17:46:08,9,2,7,3,6,4,1,5,8,30_39,yes,0,0,internet,,24,bobosikova,employee,10000_50000,no,man
1.68004646728095,rbi9csn42blfga832m2pkm3ei3,2012-12-29 17:51:19,3,5,6,7,4,8,2,9,1,18_29,yes,0,4,social_network,,15,,student,_3000,yes,woman
0.720268161386098,dr4pmcrfrlgq4255u423pl7mm5,2012-12-29 17:52:30,9,2,6,4,7,8,1,5,3,30_39,probably_no,0,0,friends,,-75,bobosikova,employee,120000_,no,man
1.68004646728095,vpv7ppj4i693e09d1qq4dlsca5,2012-12-29 18:30:39,9,7,8,6,4,5,3,2,1,18_29,yes,0,0,internet,,50,bobosikova,employee,120000_,no,man
1.48502093586824,jesoms3mpga4fjbo9pe25ggv33,2012-12-29 18:49:41,7,6,1,4,3,5,8,9,2,18_29,probably_yes,0,0,friends,,30,schwarzenberg,student,_3000,no,woman
0.720268161386098,9do2fsho72dq84hndedsdvl495,2012-12-29 19:39:46,4,5,9,8,7,3,1,6,2,40_49,yes,0,0,friends,,80,fischer,employee,120000_,no,woman
0.317627955852387,h054doad0cim0f98dfj8sild43,2012-12-29 19:49:43,8,9,7,4,1,6,2,3,5,18_29,yes,0,0,friends,,60,dienstbier,employee,_3000,no,man
0.423700446690478,at0r2a53h4849dt2ctgdbrck90,2012-12-29 19:55:47,7,6,8,1,2,9,3,4,5,18_29,probably_yes,0,0,friends,,-30,fischer,student,120000_,no,man
1.68004646728095,0huag53cfvb3c3iagj0ccmh6o6,2012-12-29 20:05:18,9,3,6,4,2,8,5,7,1,18_29,yes,0,0,friends,,82,fischer,student,120000_,no,woman
1.45408682062799,o2jtcdbpriufd1lt3nr8gap8s2,2012-12-29 20:13:58,9,7,5,2,3,1,8,6,4,40_49,yes,38,-24,friends,,12,bobosikova,enterpreneur,120000_,yes,man
0.423700446690478,e7f5j3ob94a3cf7uotfu9gml56,2012-12-29 20:22:57,9,4,6,1,3,7,2,5,8,18_29,yes,0,0,friends,,86,bobosikova,student,10000_50000,no,woman
0.544768304710186,68ht18nph6bncr5ujkf2fcfpm0,2012-12-29 20:54:31,9,6,7,8,4,5,2,1,3,50_59,yes,0,0,internet,,32,fischerova,enterpreneur,120000_,no,man
1.68004646728095,kmcp0av9qhhlnb3bditruut8h4,2012-12-29 21:18:23,7,4,3,5,9,6,8,2,1,50_59,,0,0,internet,,94,franz,employee,50000_120000,no,woman
0.720268161386098,o6b2m3b9s7cibiqkog3sog1s52,2012-12-29 21:54:46,9,2,4,7,8,3,1,5,6,30_39,,0,0,friends,,-6,bobosikova,employee,120000_,no,woman
2.61441730681481,engdqfrsrovti0gjmf41jgr0b5,2012-12-29 22:08:22,9,1,2,4,8,5,6,7,3,30_39,yes,90,60,internet,,80,bobosikova,employee,50000_120000,yes,man
1.48502093586824,3csdk2sls4u0g44gmgl3lspa02,2012-12-29 22:10:31,6,3,1,9,8,5,4,7,2,50_59,yes,0,0,internet,,0,schwarzenberg,other,_3000,no,woman
1.68004646728095,0s4d2dl15otmhj6p4bvlb05ka3,2012-12-29 23:03:08,8,3,2,6,9,5,7,4,1,18_29,yes,0,0,internet,,8,franz,employee,50000_120000,no,woman
0.534751695535466,9io6lj8ff2kjn69nn6hbdbh4s0,2012-12-29 23:41:45,9,4,2,5,7,1,3,6,8,40_49,probably_yes,0,0,press,,76,bobosikova,employee,120000_,no,man
0.423700446690478,6smm5divg3cfakugmn9eulhli7,2012-12-30 00:08:59,5,4,9,1,7,3,2,6,8,18_29,yes,0,0,social_network,,18,fischer,student,_3000,no,woman
0.317627955852387,pca7n5tjlihbvf4h6d66kmcmr2,2012-12-30 00:20:41,9,5,8,6,1,3,2,4,7,30_39,,0,0,friends,,100,bobosikova,employee,50000_120000,no,man
0.534751695535466,aokibfrnn6e56nhnqrf54odlj4,2012-12-30 00:23:32,9,8,5,3,7,1,2,4,6,30_39,,0,0,internet,,80,bobosikova,employee,50000_120000,no,man
0.720268161386098,notv4qr176jrkqlvvehufmfat0,2012-12-30 00:43:35,8,5,2,6,9,4,1,3,7,30_39,probably_yes,0,0,friends,,20,franz,enterpreneur,120000_,no,woman
0.751374052596371,gcr0fbne9pp5rqeri2aspofv44,2012-12-30 01:23:09,9,6,7,1,4,8,5,3,2,18_29,yes,70,10,internet,,30,bobosikova,student,120000_,yes,man
0.720268161386098,pkf6ps5dml6fqirr933poua405,2012-12-30 10:37:04,9,7,3,4,2,5,1,6,8,18_29,yes,-74,-100,friends,,20,zeman,employee,120000_,yes,man
0.423700446690478,t3shf40p9jg5qet8he395ut1g6,2012-12-30 11:18:30,8,7,6,1,9,4,2,3,5,50_59,,0,0,,,0,,employee,120000_,no,woman
1.60416916410741,fctci9rkgd4ake7nb0lvc4c242,2012-12-30 12:16:47,8,9,1,5,4,6,2,3,7,18_29,yes,0,0,press,,10,dienstbier,enterpreneur,120000_,no,woman
1.11433627927971,o5mmvjnhcjor09vmvdmgkn2q30,2012-12-30 12:36:53,1,2,7,4,5,6,8,9,3,18_29,yes,0,0,social_network,,84,fischer,student,120000_,no,man
1.68004646728095,b1p778sdvc51rsi4t6i1ka2lt2,2012-12-30 12:39:46,5,6,9,4,2,8,7,3,1,18_29,probably_yes,0,0,internet,,-80,fischer,student,3000_10000,no,man
0.720268161386098,dh4dndf64oko8t7uhpm2mbdt30,2012-12-30 14:12:45,9,7,6,8,3,2,1,5,4,_18,no_right,6,4,friends,,100,bobosikova,student,10000_50000,yes,woman
1.60416916410741,81sp6hv0ki1cgbnnfq0q8j0951,2012-12-30 14:52:17,8,5,1,7,2,3,4,6,9,18_29,yes,10,-95,friends,,60,zeman,student,120000_,yes,woman
0.720268161386098,e19p5mdgls44tsduigrfdupc80,2012-12-30 15:38:30,8,9,7,6,5,2,1,4,3,18_29,,0,0,internet,,4,fischer,enterpreneur,120000_,no,man
0.721244815089986,6345jor9on1r0fjvvd04608l45,2012-12-30 15:43:40,7,1,2,3,9,4,5,8,6,30_39,yes,0,0,internet,,40,bobosikova,employee,120000_,no,man
0.720268161386098,tv9qeq1e7cefnlgvtn2a9qs862,2012-12-30 16:07:29,7,6,2,4,3,5,1,9,8,18_29,probably_yes,0,0,internet,,-38,sobotka,employee,_3000,no,woman
0.317627955852387,dmc9iotcatgc76tmu50mk1dph3,2012-12-30 16:13:11,8,4,3,2,1,9,5,6,7,40_49,probably_yes,0,0,tv,,-68,zeman,employee,120000_,no,woman
1.48502093586824,ulqgekpbdoj48cosgpbls57al4,2012-12-30 16:29:28,9,3,1,8,6,5,7,2,4,30_39,yes,0,0,internet,,50,franz,employee,_3000,no,man
2.61441730681481,33606bhhnk6n4n8oa38u7ag7l3,2012-12-30 16:35:42,3,1,8,4,2,5,9,7,6,30_39,probably_yes,-76,-88,internet,,64,schwarzenberg,employee,_3000,yes,man
2.61441730681481,6ll2g17qm9nqqemg23iv8vnea0,2012-12-30 16:35:43,3,1,8,4,2,5,9,7,6,30_39,probably_yes,-76,-88,internet,,64,schwarzenberg,employee,_3000,yes,man
